,llave,cant_indiv,coef,ciudad_origen,tipo,edad_mediana,rango_edad,estrato,ingreso_hogar,rango_ingreso_hog,estado_civ,nivel_edu,viajo,interno,cuantos_int,depto_dest,mpio_dest,fecha_ini,fecha_fin,pernoct,motivo_int,alojamiento,med_transp,gasto_tot,motivo_no,gast_aloj,valgast_aloj,gast_public,valgast_public,gast_alim,gast_aereo,valgast_aereo,excursion,excur_extranj,excur_int,excur_motiv,excur_deptodest,excur_mpiodest,excur_medtransp,excur_valgasttransp,excur_valgastpublic,excur_valgastalim,nombre_mpio_dest,coord_origen,lat_origen,lon_origen,coord_dest,lat_dest,lon_dest
3155,3003227_1,4,0.5088527254904334,Bogotá,familia,31.0,30_35,3,3000000.0,3_5,familia,superior_univerisitario,si,si,1,Antioquia,5001.0,2/01/2019 0:00,8/01/2019 0:00,6.0,vacaciones,,particular,500000.0,,no,,no,,si,no,,no,,,,,,,,,,MEDELLÍN,"-74.0760439,4.59808",-74.0760439,4.59808,"-75.573553,6.2443382",-75.573553,6.2443382
3165,3003237_1,2,0.3230769230769231,Bogotá,familia,32.0,30_35,4,8000000.0,5_,familia,superior_univerisitario,si,si,3,Antioquia,5001.0,13/01/2019 0:00,14/01/2019 0:00,1.0,negocios,,aereo,1500000.0,,no,,si,50000.0,si,si,500000.0,no,,,,,,,,,,MEDELLÍN,"-74.0760439,4.59808",-74.0760439,4.59808,"-75.573553,6.2443382",-75.573553,6.2443382
3170,3003242_1,3,0.024382992454708537,Bogotá,familia,19.0,15_20,4,2300000.0,2_3,familia,superior_tecnico,si,si,4,La Guajira,44001.0,5/12/2018 0:00,21/01/2019 0:00,47.0,vacaciones,,particular,8000000.0,,no,,no,,no,no,,si,no,si,Vacaciones,44.0,44650.0,Terrestre particular,,,,RIOHACHA,"-74.0760439,4.59808",-74.0760439,4.59808,"-72.9069784,11.544634",-72.9069784,11.544634
3171,3003243_1,1,0.0,Ibagué,hombre,19.0,15_20,3,1200000.0,1_2,soltero,media_bachiller,si,si,1,Caquetá,18001.0,24/12/2018 0:00,20/01/2019 0:00,27.0,visita,,publico,200000.0,,no,,no,,si,no,,no,,,,,,,,,,FLORENCIA,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-75.6081197626811,1.7554212",-75.6081197626811,1.7554212
3179,3003251_1,1,0.0,Bogotá,mujer,20.0,20_25,4,1000000.0,1_2,soltero,superior_bachiller,si,si,1,Tolima,73001.0,5/12/2018 0:00,12/01/2019 0:00,38.0,vacaciones,,publico,50000.0,,no,,no,,no,no,,no,,,,,,,,,,IBAGUÉ,"-74.0760439,4.59808",-74.0760439,4.59808,"-75.2430012,4.4446595",-75.2430012,4.4446595
3184,3003256_1,3,0.21770924185441606,Manizales,familia,74.0,70_75,6,3000000.0,3_5,familia,superior_posgrado,si,si,2,Antioquia,5001.0,20/01/2019 0:00,23/01/2019 0:00,3.0,visita,,particular,600000.0,,no,,no,,si,no,,no,,,,,,,,,,MEDELLÍN,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.573553,6.2443382",-75.573553,6.2443382
3185,3003257_1,4,0.5533050300058562,Bogotá,familia,27.0,25_30,4,9000000.0,5_,familia,superior_posgrado,si,si,3,Boyacá,15407.0,6/01/2019 0:00,19/01/2019 0:00,13.0,visita,,particular,4000000.0,,no,,no,,no,no,,no,,,,,,,,,,VILLA DE LEYVA,"-74.0760439,4.59808",-74.0760439,4.59808,"-73.523548,5.6336805",-73.523548,5.6336805
3187,3003259_1,2,0.05555555555555555,Manizales,familia,54.0,50_55,6,3000000.0,3_5,familia,superior_tecnico,si,si,1,Cundinamarca,25875.0,28/12/2018 0:00,5/01/2019 0:00,8.0,visita,,particular,800000.0,,no,,no,,si,no,,si,no,si,Vacaciones,66.0,66001.0,Terrestre particular,80000.0,,50000.0,VILLETA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-74.4849361701327,5.00754475",-74.4849361701327,5.00754475
3194,3003266_1,3,0.11085363278527133,Santa Marta,familia,34.0,30_35,3,4000000.0,3_5,familia,media_bachiller,si,si,1,Santander,68001.0,23/01/2019 0:00,27/01/2019 0:00,4.0,visita,,particular,1000000.0,,no,,no,,si,no,,no,,,,,,,,,,BUCARAMANGA,"-88.6118965,17.0920157",-88.6118965,17.0920157,"-73.1172869,7.1114611",-73.1172869,7.1114611
3196,3003268_1,5,0.7783975705112252,Manizales,familia,13.0,10_15,4,1800000.0,2_3,familia,superior_univerisitario,si,si,1,Caldas,17001.0,29/12/2018 0:00,1/01/2019 0:00,3.0,vacaciones,,publico,350000.0,,si,80000.0,no,,si,no,,no,,,,,,,,,,MANIZALES,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.5173198,5.0681104",-75.5173198,5.0681104
3197,3003269_1,6,0.6350406463828013,Bogotá,familia,19.0,15_20,2,1000000.0,1_2,familia,superior_tecnico,si,si,1,Tolima,73268.0,22/12/2018 0:00,3/01/2019 0:00,12.0,visita,,publico,500000.0,,no,,no,,no,no,,no,,,,,,,,,,ESPINAL,"-74.0760439,4.59808",-74.0760439,4.59808,"-74.8896022123354,4.1694098",-74.8896022123354,4.1694098
3201,3003273_1,2,0.24369747899159666,Santa Marta,familia,59.0,55_60,5,6000000.0,5_,familia,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,2/01/2019 0:00,8/01/2019 0:00,6.0,vacaciones,,aereo,1000000.0,,si,300000.0,si,100000.0,si,si,320000.0,no,,,,,,,,,,"BOGOTÁ, D.C.","-88.6118965,17.0920157",-88.6118965,17.0920157,",",,
3202,3003274_1,1,0.0,Manizales,mujer,22.0,20_25,4,1500000.0,1_2,soltero,superior_bachiller,si,si,2,La Guajira,44001.0,15/01/2019 0:00,21/01/2019 0:00,6.0,vacaciones,,aereo,1000000.0,,si,300000.0,si,50000.0,si,si,400000.0,no,,,,,,,,,,RIOHACHA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-72.9069784,11.544634",-72.9069784,11.544634
3203,3003275_1,4,0.36807029273044334,Bogotá,familia,35.0,35_40,2,3500000.0,3_5,familia,superior_univerisitario,si,si,1,Cundinamarca,25875.0,2/01/2019 0:00,3/01/2019 0:00,1.0,vacaciones,,publico,900000.0,,si,150000.0,si,30000.0,si,no,,no,,,,,,,,,,VILLETA,"-74.0760439,4.59808",-74.0760439,4.59808,"-74.4849361701327,5.00754475",-74.4849361701327,5.00754475
3206,3003278_1,4,0.8077747210701756,Manizales,familia,19.0,15_20,4,2000000.0,2_3,familia,superior_bachiller,si,si,1,Caldas,17013.0,29/12/2018 0:00,1/01/2019 0:00,3.0,visita,,publico,500000.0,,no,,no,,si,no,,no,,,,,,,,,,AGUADAS,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.4575902,5.613113",-75.4575902,5.613113
3208,3003280_1,1,0.0,Bogotá,mujer,28.0,25_30,2,1500000.0,1_2,soltero,superior_univerisitario,si,si,1,Cundinamarca,25386.0,30/12/2018 0:00,18/01/2019 0:00,19.0,vacaciones,,particular,500000.0,,no,,no,,si,no,,no,,,,,,,,,,LA MESA,"-74.0760439,4.59808",-74.0760439,4.59808,"-73.8769383,4.2141468",-73.8769383,4.2141468
3210,3003282_1,2,0.025,Santa Marta,familia,80.0,75_80,6,7000000.0,5_,familia,superior_posgrado,si,si,2,Atlántico,8001.0,15/01/2019 0:00,19/01/2019 0:00,4.0,salud,,particular,200000.0,,no,,no,,si,no,,no,,,,,,,,,,BARRANQUILLA,"-88.6118965,17.0920157",-88.6118965,17.0920157,"-74.8013085,10.9799669",-74.8013085,10.9799669
3215,3003287_1,3,0.5759050847723665,Medellín,familia,18.0,15_20,2,1200000.0,1_2,familia,secundaria,si,si,1,Quindio,63001.0,27/12/2018 0:00,17/01/2019 0:00,21.0,visita,,publico,300000.0,,no,,no,,si,no,,no,,,,,,,,,,ARMENIA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.7396016646567,4.4923898",-75.7396016646567,4.4923898
3217,3003289_1,3,0.2878432655821959,Manizales,familia,39.0,35_40,3,3000000.0,3_5,familia,superior_univerisitario,si,si,1,Antioquia,5615.0,6/01/2019 0:00,9/01/2019 0:00,3.0,visita,,particular,400000.0,,no,,no,,si,no,,no,,,,,,,,,,RIONEGRO,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.4126728657633,6.1480754",-75.4126728657633,6.1480754
3221,3003293_1,1,0.0,Ibagué,mujer,57.0,55_60,4,2300000.0,2_3,separado,superior_posgrado,si,si,1,Tolima,73585.0,6/01/2019 0:00,10/01/2019 0:00,4.0,visita,,publico,170000.0,,no,,no,,si,no,,no,,,,,,,,,,PURIFICACIÓN,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-74.899076205457,3.8767004",-74.899076205457,3.8767004
3227,3003299_1,4,0.5065571507579391,Manizales,familia,32.0,30_35,6,16000000.0,5_,familia,superior_univerisitario,si,si,1,Tolima,73283.0,31/12/2018 0:00,2/01/2019 0:00,2.0,vacaciones,,particular,550000.0,,no,,no,,si,no,,si,no,si,Vacaciones,66.0,66001.0,Terrestre particular,80000.0,,200000.0,FRESNO,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.0371423,5.1535058",-75.0371423,5.1535058
3234,3003307_1,4,0.3363169251813145,Cali,familia,37.0,35_40,1,1600000.0,1_2,familia,superior_tecnico,si,si,1,Cauca,19001.0,15/01/2019 0:00,20/01/2019 0:00,5.0,visita,,publico,350000.0,,no,,si,40000.0,si,no,,no,,,,,,,,,,POPAYÁN,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.6062744,2.4420181",-76.6062744,2.4420181
3235,3003308_1,2,0.1826086956521739,Villavicencio,familia,57.0,55_60,1,600000.0,0_1,familia,primaria,si,si,1,Arauca,81736.0,26/12/2018 0:00,21/01/2019 0:00,26.0,visita,,publico,600000.0,,no,,si,70000.0,si,no,,no,,,,,,,,,,SARAVENA,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-71.7727485,7.0042736",-71.7727485,7.0042736
3236,3003309_1,4,0.26282044103550883,Manizales,familia,51.0,50_55,6,6000000.0,5_,familia,superior_posgrado,si,si,3,Caldas,17380.0,26/01/2019 0:00,29/01/2019 0:00,3.0,vacaciones,,particular,800000.0,,si,240000.0,no,,si,no,,si,no,si,Vacaciones,63.0,63001.0,Terrestre particular,60000.0,,100000.0,LA DORADA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-74.6787234886909,5.53219675",-74.6787234886909,5.53219675
3239,3003312_1,4,0.37532570650992253,Villavicencio,familia,48.0,45_50,3,2800000.0,3_5,familia,media_bachiller,si,si,1,Meta,50223.0,30/12/2018 0:00,8/01/2019 0:00,9.0,visita,,particular,300000.0,,no,,no,,si,no,,no,,,,,,,,,,CUBARRAL,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-73.8370737,3.7921096",-73.8370737,3.7921096
3240,3003313_1,5,0.5148585874581146,Manizales,familia,49.0,45_50,6,18000000.0,5_,familia,superior_posgrado,si,si,3,Caldas,17042.0,23/01/2019 0:00,25/01/2019 0:00,2.0,vacaciones,,particular,300000.0,,no,,no,,si,no,,no,,,,,,,,,,ANSERMA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.7856623,5.2337519",-75.7856623,5.2337519
3249,3003320_2,5,0.5727055747399264,Cali,familia,20.0,20_25,1,1300000.0,1_2,familia,media_bachiller,si,si,1,Valle del Cauca,76001.0,12/01/2019 0:00,17/01/2019 0:00,5.0,vacaciones,,publico,90000.0,,no,,si,20000.0,si,no,,no,,,,,,,,,,CALI,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.5324943,3.4517923",-76.5324943,3.4517923
3250,3003321_1,1,0.0,Neiva,hombre,23.0,20_25,3,1200000.0,1_2,soltero,superior_univerisitario,si,si,1,Córdoba,23001.0,8/01/2019 0:00,16/01/2019 0:00,8.0,vacaciones,,particular,750000.0,,no,,no,,si,no,,no,,,,,,,,,,MONTERÍA,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.887029,8.7558921",-75.887029,8.7558921
3265,3003334_1,4,0.5351635264103861,Manizales,familia,26.0,25_30,3,2000000.0,2_3,familia,media_bachiller,si,si,8,Antioquia,5001.0,28/01/2019 0:00,30/01/2019 0:00,2.0,negocios,,particular,180000.0,,si,80000.0,no,,si,no,,no,,,,,,,,,,MEDELLÍN,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.573553,6.2443382",-75.573553,6.2443382
3267,3003336_1,3,0.5913266100585307,Medellín,familia,32.0,30_35,3,1200000.0,1_2,familia,superior_univerisitario,si,si,1,Sucre,70221.0,4/01/2019 0:00,7/01/2019 0:00,3.0,vacaciones,,publico,380000.0,,no,,no,,no,no,,no,,,,,,,,,,COVEÑAS,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.639789293312,9.41146205",-75.639789293312,9.41146205
3274,3003343_1,1,0.0,Manizales,mujer,29.0,25_30,3,1000000.0,1_2,soltero,media_bachiller,si,si,1,Caldas,17513.0,29/12/2018 0:00,3/01/2019 0:00,5.0,visita,,particular,350000.0,,no,,no,,si,no,,si,no,si,Vacaciones,76.0,76111.0,Terrestre particular,,,,PÁCORA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.4857425,5.568679",-75.4857425,5.568679
3276,3003345_1,2,0.42857142857142855,Medellín,familia,35.0,35_40,3,840000.0,1_2,familia,superior_tecnico,si,si,1,Antioquia,5615.0,15/01/2019 0:00,16/01/2019 0:00,1.0,visita,,publico,80000.0,,no,,si,5000.0,si,no,,no,,,,,,,,,,RIONEGRO,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4126728657633,6.1480754",-75.4126728657633,6.1480754
3278,3003347_1,3,0.3874864805315822,Manizales,familia,39.0,35_40,3,2000000.0,2_3,familia,superior_univerisitario,si,si,1,Antioquia,5591.0,31/12/2018 0:00,4/01/2019 0:00,4.0,vacaciones,,particular,600000.0,,si,400000.0,no,,si,no,,no,,,,,,,,,,PUERTO TRIUNFO,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-74.6407965,5.8689335",-74.6407965,5.8689335
3279,3003348_1,7,0.5363437301025936,Cali,familia,30.0,30_35,3,1656000.0,1_2,familia,superior_tecnico,si,si,1,Valle del Cauca,76109.0,29/12/2018 0:00,5/01/2019 0:00,7.0,visita,,publico,80000.0,,no,,no,,no,no,,no,,,,,,,,,,BUENAVENTURA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.9807757700535,3.6707494",-76.9807757700535,3.6707494
3288,3003357_1,2,0.03546099290780142,Medellín,familia,70.0,70_75,3,2400000.0,2_3,familia,superior_tecnico,si,si,1,Quindio,63001.0,26/12/2018 0:00,2/01/2019 0:00,7.0,vacaciones,,particular,200000.0,,no_responde,,no_responde,,no_responde,no,,no,,,,,,,,,,ARMENIA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.7396016646567,4.4923898",-75.7396016646567,4.4923898
3294,3003362_1,1,0.0,Cali,mujer,63.0,60_65,3,500000.0,0_1,separado,secundaria,si,si,1,Magdalena,47001.0,13/01/2019 0:00,18/01/2019 0:00,5.0,vacaciones,,aereo,,,no_responde,,no,,no_responde,no_responde,,no,,,,,,,,,,SANTA MARTA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
3298,3003366_1,3,0.3072335586023323,Medellín,familia,43.0,40_45,3,2400000.0,2_3,familia,superior_univerisitario,si,si,1,Magdalena,47001.0,7/01/2019 0:00,10/01/2019 0:00,3.0,vacaciones,,aereo,1750000.0,,no,,no,,si,no,,no,,,,,,,,,,SANTA MARTA,"-75.573553,6.2443382",-75.573553,6.2443382,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
3307,3003375_1,2,0.29914529914529914,Medellín,familia,58.0,55_60,3,800000.0,0_1,familia,media_bachiller,si,si,1,Valle del Cauca,76001.0,9/01/2019 0:00,17/01/2019 0:00,8.0,visita,,aereo,989898.0,,no,,no_responde,,no_responde,no_responde,,no,,,,,,,,,,CALI,"-75.573553,6.2443382",-75.573553,6.2443382,"-76.5324943,3.4517923",-76.5324943,3.4517923
3311,3003380_1,2,0.3333333333333333,Cali,familia,52.0,50_55,4,2800000.0,3_5,familia,superior_bachiller,si,si,1,Valle del Cauca,76233.0,5/01/2019 0:00,7/01/2019 0:00,2.0,vacaciones,,particular,470000.0,,si,150000.0,no,,si,no,,no,,,,,,,,,,DAGUA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.7228927151123,3.65186675",-76.7228927151123,3.65186675
3315,3003383_2,3,0.7078037816329364,Medellín,familia,19.0,15_20,2,800000.0,0_1,familia,media_bachiller,si,si,1,Sucre,70001.0,21/01/2019 0:00,30/01/2019 0:00,9.0,visita,,publico,500000.0,,no,,si,20000.0,si,no,,no,,,,,,,,,,SINCELEJO,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935
3318,3003385_1,3,0.5932666453379489,Cali,familia,44.0,40_45,4,5000000.0,5_,familia,superior_univerisitario,si,si,1,Valle del Cauca,76233.0,5/01/2019 0:00,7/01/2019 0:00,2.0,vacaciones,,particular,360000.0,,si,150000.0,no,,si,no,,no,,,,,,,,,,DAGUA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.7228927151123,3.65186675",-76.7228927151123,3.65186675
3321,3003388_1,2,0.3939393939393939,Medellín,familia,33.0,30_35,2,2000000.0,2_3,familia,superior_bachiller,si,si,2,Antioquia,5042.0,26/01/2019 0:00,29/01/2019 0:00,3.0,vacaciones,,particular,800000.0,,si,400000.0,no,,si,no,,si,no,si,Vacaciones,5.0,5145.0,Terrestre particular,,,200000.0,SANTA FÉ DE ANTIOQUIA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.8277746,6.5564008",-75.8277746,6.5564008
3337,3003404_1,3,0.2817713347133852,Medellín,familia,40.0,40_45,2,2500000.0,3_5,familia,superior_tecnico,si,si,1,Bolívar,13001.0,17/01/2019 0:00,19/01/2019 0:00,2.0,vacaciones,,aereo,500000.0,,si,98.0,no,,si,no,,no,,,,,,,,,,CARTAGENA DE INDIAS,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4892945563004,10.4131792",-75.4892945563004,10.4131792
3338,3003405_1,1,0.0,San Andrés,hombre,71.0,70_75,2,850000.0,1_2,viudo,secundaria,si,si,1,Antioquia,5088.0,5/01/2019 0:00,15/01/2019 0:00,10.0,visita,,aereo,550000.0,,no,,si,30000.0,si,no,,no,,,,,,,,,,BELLO,"-90.4520830323789,17.3912028",-90.4520830323789,17.3912028,"-75.589713296052,6.36117455",-75.589713296052,6.36117455
3341,3003408_1,3,0.9801225119383312,Neiva,familia,9.0,0_10,1,300000.0,0_1,familia,primaria,si,si,1,Huila,41676.0,30/12/2018 0:00,4/01/2019 0:00,5.0,visita,,publico,60000.0,,no,,si,40000.0,si,no,,no,,,,,,,,,,SANTA MARÍA,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.5867503,2.9374927",-75.5867503,2.9374927
3352,3003419_1,2,0.41818181818181815,Medellín,familia,27.0,25_30,3,2000000.0,2_3,familia,superior_tecnico,si,si,1,Quindio,63001.0,25/01/2019 0:00,29/01/2019 0:00,4.0,vacaciones,,publico,1700000.0,,no,,no,,no,no,,no,,,,,,,,,,ARMENIA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.7396016646567,4.4923898",-75.7396016646567,4.4923898
3361,3003428_1,4,0.6953105709849785,Neiva,familia,36.0,35_40,2,0.0,no_reporta,familia,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,21/01/2019 0:00,24/01/2019 0:00,3.0,vacaciones,,particular,300000.0,,no,,no,,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,",",,
3367,3003434_1,1,0.0,San Andrés,hombre,23.0,20_25,3,1300000.0,1_2,soltero,media_bachiller,si,si,1,Antioquia,5001.0,20/01/2019 0:00,27/01/2019 0:00,7.0,negocios,,aereo,800000.0,,no,,si,50000.0,si,si,300000.0,no,,,,,,,,,,MEDELLÍN,"-90.4520830323789,17.3912028",-90.4520830323789,17.3912028,"-75.573553,6.2443382",-75.573553,6.2443382
3371,3003438_1,4,0.5837729377694792,Neiva,familia,36.0,35_40,2,1000000.0,1_2,familia,superior_univerisitario,si,si,1,Caquetá,18592.0,28/12/2018 0:00,10/01/2019 0:00,13.0,visita,,publico,500000.0,,no,,no,,si,no,,no,,,,,,,,,,PUERTO RICO,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.1530969,1.909392",-75.1530969,1.909392
3380,3003447_1,2,0.09803921568627452,Monteria,familia,25.0,25_30,1,3200000.0,3_5,familia,superior_univerisitario,si,si,1,Magdalena,47001.0,1/01/2019 0:00,4/01/2019 0:00,3.0,vacaciones,,publico,1570000.0,,si,360000.0,si,70000.0,si,no,,no,,,,,,,,,,SANTA MARTA,"-75.887029,8.7558921",-75.887029,8.7558921,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
3392,3003459_1,4,0.4104914298225473,Neiva,familia,33.0,30_35,2,1600000.0,1_2,familia,superior_tecnico,si,si,1,Huila,41872.0,25/01/2019 0:00,27/01/2019 0:00,2.0,visita,,particular,300000.0,,no,,no,,si,no,,no,,,,,,,,,,VILLAVIEJA,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.1212482524092,3.28398155",-75.1212482524092,3.28398155
3395,3003462_1,3,0.4313310928137537,Barranquilla,familia,22.0,20_25,2,800000.0,0_1,familia,media_bachiller,si,si,1,Magdalena,47001.0,31/12/2018 0:00,5/01/2019 0:00,5.0,visita,,publico,250000.0,,no,,no,,no_responde,no,,no,,,,,,,,,,SANTA MARTA,"-74.8013085,10.9799669",-74.8013085,10.9799669,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
3409,3003478_1,1,0.0,Neiva,mujer,37.0,35_40,2,800000.0,0_1,soltero,superior_univerisitario,si,si,1,Huila,41132.0,24/01/2019 0:00,26/01/2019 0:00,2.0,vacaciones,,particular,300000.0,,no,,no,,si,no,,no,,,,,,,,,,CAMPOALEGRE,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.3247179139157,2.6454014",-75.3247179139157,2.6454014
3425,3003492_2,1,0.0,Neiva,mujer,28.0,25_30,2,2100000.0,2_3,soltero,superior_univerisitario,si,si,1,Huila,41396.0,31/12/2018 0:00,3/01/2019 0:00,3.0,visita,,particular,50000.0,,no,,no,,si,no,,no,,,,,,,,,,LA PLATA,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.8926236,2.3894154",-75.8926236,2.3894154
3426,3003492_3,1,0.0,Neiva,mujer,23.0,20_25,2,400000.0,0_1,soltero,superior_bachiller,si,si,1,Quindio,63130.0,30/11/2018 0:00,17/01/2019 0:00,48.0,visita,,publico,100000.0,,no,,si,100000.0,no,no,,no,,,,,,,,,,CALARCÁ,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.6402893,4.5299057",-75.6402893,4.5299057
3429,3003495_1,3,0.5930573003500076,Neiva,familia,44.0,40_45,2,1200000.0,1_2,familia,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,3/01/2019 0:00,10/01/2019 0:00,7.0,visita,,particular,300000.0,,no,,si,20000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,",",,
3432,3003498_1,2,0.14705882352941174,Quibdó,familia,34.0,30_35,1,2500000.0,3_5,familia,superior_univerisitario,si,si,3,Valle del Cauca,76001.0,26/01/2019 0:00,28/01/2019 0:00,2.0,negocios,,particular,500000.0,,si,100000.0,no,,si,no,,no,,,,,,,,,,CALI,"-76.6540463,5.6845709",-76.6540463,5.6845709,"-76.5324943,3.4517923",-76.5324943,3.4517923
3436,3003502_1,1,0.0,Pereira,mujer,23.0,20_25,4,800000.0,0_1,soltero,superior_bachiller,si,si,1,Caquetá,18001.0,3/01/2019 0:00,13/01/2019 0:00,10.0,visita,,aereo,800000.0,,no,,si,10000.0,si,si,150000.0,si,no,si,Vacaciones,76.0,76622.0,Terrestre particular,20000.0,,50000.0,FLORENCIA,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.6081197626811,1.7554212",-75.6081197626811,1.7554212
3437,3003503_1,1,0.0,Quibdó,hombre,50.0,50_55,1,2245000.0,2_3,separado,superior_univerisitario,si,si,1,Antioquia,5321.0,3/01/2019 0:00,7/01/2019 0:00,4.0,vacaciones,,aereo,850000.0,,si,300000.0,si,30000.0,si,si,280000.0,no,,,,,,,,,,GUATAPÉ,"-76.6540463,5.6845709",-76.6540463,5.6845709,"-75.1668834631162,6.2525941",-75.1668834631162,6.2525941
3440,3003506_1,2,0.75,Pereira,familia,24.0,20_25,4,2000000.0,2_3,familia,media_bachiller,si,si,1,Antioquia,5690.0,7/01/2019 0:00,10/01/2019 0:00,3.0,visita,,publico,400000.0,,no,,no,,si,si,70000.0,no,,,,,,,,,,SANTO DOMINGO,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.1626755656373,6.47919445",-75.1626755656373,6.47919445
3442,3003508_1,3,0.08359048382938992,Riohacha,familia,21.0,20_25,3,5000000.0,5_,familia,superior_tecnico,si,si,1,Cesar,20001.0,28/12/2018 0:00,3/01/2019 0:00,6.0,visita,,particular,2000000.0,,no,,no,,si,no,,no,,,,,,,,,,VALLEDUPAR,"-72.9069784,11.544634",-72.9069784,11.544634,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145
3468,3003532_1,4,0.4151196150371689,Riohacha,familia,30.0,30_35,2,2500000.0,3_5,familia,superior_tecnico,si,si,1,Magdalena,47001.0,25/01/2019 0:00,29/01/2019 0:00,4.0,vacaciones,,particular,700000.0,,no,,no,,si,no,,si,no,si,Parientes o amigos,44.0,44430.0,Terrestre particular,,,,SANTA MARTA,"-72.9069784,11.544634",-72.9069784,11.544634,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
3475,3003539_1,1,0.0,Bucaramanga,hombre,36.0,35_40,2,1000000.0,1_2,soltero,media_bachiller,si,si,1,Magdalena,47001.0,29/12/2018 0:00,2/01/2019 0:00,4.0,vacaciones,,publico,900000.0,,no,,no,,si,no,,no,,,,,,,,,,SANTA MARTA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
3481,3003545_1,1,0.0,Pereira,hombre,59.0,55_60,6,6000000.0,5_,soltero,superior_posgrado,si,si,2,Nariño,52001.0,3/01/2019 0:00,7/01/2019 0:00,4.0,vacaciones,,particular,2000000.0,,si,350000.0,no,,si,no,,si,no,si,Vacaciones,17.0,17088.0,Terrestre particular,100000.0,,100000.0,PASTO,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-77.2782516,1.2146286",-77.2782516,1.2146286
3484,3003548_1,1,0.0,Pereira,mujer,63.0,60_65,6,4800000.0,5_,soltero,superior_posgrado,si,si,2,Caldas,17001.0,17/01/2019 0:00,24/01/2019 0:00,7.0,visita,,publico,700000.0,,no,,si,10000.0,no,no,,si,no,si,Parientes o amigos,17.0,17001.0,Terrestre publico,40000.0,10000.0,,MANIZALES,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.5173198,5.0681104",-75.5173198,5.0681104
