,nombre_mpio_dest,lat_dest,lon_dest
556,SANTA MARTA,-73.88035199979392,11.08665565
557,VILLAVIEJA,-75.1212482524092,3.28398155
558,SANTA MARTA,-73.88035199979392,11.08665565
559,CAMPOALEGRE,-75.3247179139157,2.6454014
560,LA PLATA,-75.8926236,2.3894154
561,CALARCÁ,-75.64028929999999,4.5299057000000005
562,"BOGOTÁ, D.C.",,
563,CALI,-76.5324943,3.4517922999999997
564,FLORENCIA,-75.6081197626811,1.7554212
565,GUATAPÉ,-75.1668834631162,6.2525941
566,SANTO DOMINGO,-75.16267556563729,6.47919445
567,VALLEDUPAR,-73.3757933882845,10.34311145
568,SANTA MARTA,-73.88035199979392,11.08665565
569,SANTA MARTA,-73.88035199979392,11.08665565
570,PASTO,-77.27825159999999,1.2146286
571,MANIZALES,-75.5173198,5.068110400000001
572,MARQUETALIA,-75.04495170112841,5.30184445
573,ARMENIA,-75.7396016646567,4.4923898
574,VALLEDUPAR,-73.3757933882845,10.34311145
575,ZAPATOCA,-73.21755835806741,6.8510075
576,BALBOA,-75.9591466,4.9510551
577,NÓVITA,-76.64453348254621,4.84297795
578,MEDELLÍN,-75.573553,6.2443382000000005
579,BECERRIL,-73.24380167238729,9.75308145
580,CALI,-76.5324943,3.4517922999999997
581,RIONEGRO,-73.1502802,7.2646312
582,VILLAVICENCIO,-73.6206667,4.1315113
583,VILLA DE LEYVA,-73.523548,5.6336805
584,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
585,"BOGOTÁ, D.C.",,
586,URIBIA,-71.6768607116711,11.99171685
587,RIOHACHA,-72.90697840000001,11.544634
588,"BOGOTÁ, D.C.",,
589,BARRANQUILLA,-74.80130849999999,10.9799669
590,IBAGUÉ,-75.2430012,4.4446595
591,SAHAGÚN,-75.4521772427306,8.79743105
592,BARRANQUILLA,-74.80130849999999,10.9799669
593,CÚCUTA,-72.5080387,7.8971458
594,BARRANQUILLA,-74.80130849999999,10.9799669
595,SAN BERNARDO DEL VIENTO,-75.9536761,9.353219000000001
596,SUCRE,-74.69849550245651,8.80710015
597,SANTA MARTA,-73.88035199979392,11.08665565
598,LLORÓ,-76.3725648560401,5.5844842
599,RIONEGRO,-73.1502802,7.2646312
600,MEDELLÍN,-75.573553,6.2443382000000005
601,VALENCIA,-76.1464,8.269169999999999
602,MEDELLÍN,-75.573553,6.2443382000000005
603,"BOGOTÁ, D.C.",,
604,BARRANCABERMEJA,-73.75919805296999,7.02691215
605,MONTERÍA,-75.887029,8.7558921
606,"BOGOTÁ, D.C.",,
607,RIOHACHA,-72.90697840000001,11.544634
608,TONA,-72.9602124126953,7.15363455
609,CHARTA,-72.9765964163482,7.25253105
610,SANTA MARTA,-73.88035199979392,11.08665565
611,PAIPA,-73.1074172943787,5.83135355
612,LA DORADA,-74.6787234886909,5.53219675
613,EL PEÑOL,-77.43977170000001,1.453637
614,YACUANQUER,-77.4017561,1.1158819
615,"BOGOTÁ, D.C.",,
616,MAGANGUÉ,-74.7992531184879,9.1427203
617,CHINÁCOTA,-72.59748920692759,7.577922900000001
618,TEORAMA,-73.1876191,8.5432291
619,VILLA DE LEYVA,-73.523548,5.6336805
620,PEREIRA,-75.69464509999999,4.8142912
621,MONTERÍA,-75.887029,8.7558921
622,SALAMINA,-75.38467375730959,5.344464
623,MOMIL,-75.6385940937905,9.257927
624,CARTAGO,-75.93193308901691,4.71133845
625,VALLEDUPAR,-73.3757933882845,10.34311145
626,SANTIAGO,-77.0024767,1.146773
627,SAN ANDRÉS,,
628,CHINCHINÁ,-75.5314733,5.035387200000001
629,VALLEDUPAR,-73.3757933882845,10.34311145
630,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
631,"BOGOTÁ, D.C.",,
632,CHACHAGÜÍ,-77.2743657529271,1.4051167
633,PALOCABILDO,-75.02220266252009,5.09286965
634,VIOTÁ,-74.49870705466341,4.43815535
635,NILO,-74.6134860064059,4.28588055
636,IBAGUÉ,-75.2430012,4.4446595
637,MELGAR,-74.645158,4.2040453
638,MELGAR,-74.645158,4.2040453
639,RIOHACHA,-72.90697840000001,11.544634
640,BUCARAMANGA,-73.11728690000001,7.111461099999999
641,BUCARAMANGA,-73.11728690000001,7.111461099999999
642,SOGAMOSO,-72.9279328,5.7148307
643,SANTIAGO DE TOLÚ,-75.58417940000001,9.5241138
644,COVEÑAS,-75.63978929331199,9.41146205
645,ARMENIA,-75.7396016646567,4.4923898
646,"BOGOTÁ, D.C.",,
647,BARBOSA,-75.3391258982849,6.43848325
648,LEIVA,-77.3062267,1.9349546999999998
649,IPIALES,-77.3611063718615,0.6328242
650,MANIZALES,-75.5173198,5.068110400000001
651,SAN BERNARDO DEL VIENTO,-75.9536761,9.353219000000001
652,GIRARDOTA,-75.4405371052123,6.3757634
653,BUENAVISTA,-75.7387881,4.3599491
654,SAN ROQUE,-74.9408025617514,6.43070575
655,MEDELLÍN,-75.573553,6.2443382000000005
656,GIRARDOTA,-75.4405371052123,6.3757634
657,SANTA MARTA,-73.88035199979392,11.08665565
658,ARMENIA,-75.7396016646567,4.4923898
659,PAICOL,-75.71135279878791,2.4041033
660,SANTA MARTA,-73.88035199979392,11.08665565
661,LA ARGENTINA,-75.97911540000001,2.1985723
662,ARMENIA,-75.7396016646567,4.4923898
663,SANTA MARTA,-73.88035199979392,11.08665565
664,PEREIRA,-75.69464509999999,4.8142912
665,PALESTINA,-75.67489022817179,5.0652614
666,ANSERMA,-75.7856623,5.2337519
667,ARMENIA,-75.7396016646567,4.4923898
668,LORICA,-75.87850891819559,9.189007
669,PALERMO,-75.4346589,2.8896962000000004
670,"BOGOTÁ, D.C.",,
671,MONTERÍA,-75.887029,8.7558921
672,VILLAVIEJA,-75.1212482524092,3.28398155
673,IBAGUÉ,-75.2430012,4.4446595
674,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
675,ALVARADO,-75.071951,4.4587747
676,GIRARDOT,-74.8015665,4.306643
677,SAN ANDRÉS DE TUMACO,-78.50193730000001,2.2830077
678,COYAIMA,-75.1264315558946,3.7409885999999997
679,ROLDANILLO,-76.16639092634391,4.4440112
680,CALI,-76.5324943,3.4517922999999997
681,SUPÍA,-75.6679046,5.4541582
682,MANIZALES,-75.5173198,5.068110400000001
683,BARRANQUILLA,-74.80130849999999,10.9799669
684,"BOGOTÁ, D.C.",,
685,GIGANTE,-75.54686629999999,2.3881745
686,FUSAGASUGÁ,-74.3644854,4.3369235
687,MEDIO BAUDÓ,-76.94975500000001,5.1915773000000005
688,"BOGOTÁ, D.C.",,
689,ARMENIA,-75.7396016646567,4.4923898
690,MEDELLÍN,-75.573553,6.2443382000000005
691,SABANALARGA,-74.9209378,10.6307159
692,ATRATO,-76.82937059999999,6.5178226
693,CHINÚ,-75.3866274941264,9.02310485
694,MEDELLÍN,-75.573553,6.2443382000000005
695,"BOGOTÁ, D.C.",,
696,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
697,LA MERCED,-75.89084079999999,5.0878086
698,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
699,BUCARAMANGA,-73.11728690000001,7.111461099999999
700,BARRANQUILLA,-74.80130849999999,10.9799669
701,GIRARDOTA,-75.4405371052123,6.3757634
702,MEDELLÍN,-75.573553,6.2443382000000005
703,LORICA,-75.87850891819559,9.189007
704,MOCOA,-76.64823270000001,1.1466295
705,SAN LUIS DE GACENO,-73.1679009,4.8206948
706,GUACHUCAL,-77.73335809999999,0.9573434000000001
707,CAICEDONIA,-75.8399715899257,4.3079198
708,CÁCOTA,-72.6557234511297,7.2597705999999995
709,VILLAVICENCIO,-73.6206667,4.1315113
710,PALESTINA,-75.67489022817179,5.0652614
711,SAN SEBASTIÁN DE MARIQUITA,,
712,RIOSUCIO,-75.7710303485185,5.4495362
713,"BOGOTÁ, D.C.",,
714,BARRANQUILLA,-74.80130849999999,10.9799669
715,MAPIRIPÁN,-72.13204300000001,2.8933959
716,MAPIRIPÁN,-72.13204300000001,2.8933959
717,IBAGUÉ,-75.2430012,4.4446595
718,RICAURTE,-78.00276190000001,1.2150188999999998
719,CABUYARO,-72.7898901,4.2887655
720,SOGAMOSO,-72.9279328,5.7148307
721,BARRANQUILLA,-74.80130849999999,10.9799669
722,BARRANQUILLA,-74.80130849999999,10.9799669
723,PEREIRA,-75.69464509999999,4.8142912
724,"BOGOTÁ, D.C.",,
725,SAN JOSÉ DEL GUAVIARE,-72.6426515,2.5716141
726,PUERTO LÓPEZ,-72.9584671,4.085013
727,BOYACÁ,-73.3615406,5.4545233
728,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
729,PADILLA,-76.31397390000001,3.2254364
730,NEIVA,-75.2794417696023,3.0332673
731,BARRANQUILLA,-74.80130849999999,10.9799669
732,SAN JERÓNIMO,-75.7155721504639,6.43401985
733,"BOGOTÁ, D.C.",,
734,SANTA MARTA,-73.88035199979392,11.08665565
735,GUARNE,-75.4392567939736,6.272654
736,MEDELLÍN,-75.573553,6.2443382000000005
737,"BOGOTÁ, D.C.",,
738,MEDELLÍN,-75.573553,6.2443382000000005
739,SANTA MARTA,-73.88035199979392,11.08665565
740,TULUÁ,-76.0448661084283,4.03756405
741,"BOGOTÁ, D.C.",,
742,SAN ONOFRE,-75.5234228,9.738626400000001
743,SAN ANDRÉS,,
744,GIGANTE,-75.54686629999999,2.3881745
745,CALI,-76.5324943,3.4517922999999997
746,CALI,-76.5324943,3.4517922999999997
747,PASTO,-77.27825159999999,1.2146286
748,LA PLATA,-75.8926236,2.3894154
749,SAN JUAN DEL CESAR,-73.08446070179829,10.81475945
750,EL BANCO,-73.97230909999999,8.995375300000001
751,"BOGOTÁ, D.C.",,
752,CAJICÁ,-74.02554740000001,4.917221499999999
753,YOPAL,-72.3936931,5.3356662
754,CÁQUEZA,-73.94500470498642,4.39774645
755,LEIVA,-77.3062267,1.9349546999999998
756,CARTAGO,-75.93193308901691,4.71133845
757,TONA,-72.9602124126953,7.15363455
758,VIJES,-76.4885301459711,3.75606075
759,BARRANQUILLA,-74.80130849999999,10.9799669
760,BARRANQUILLA,-74.80130849999999,10.9799669
761,COCORNÁ,-75.1362078336584,6.00398715
762,RIONEGRO,-75.4126728657633,6.1480754
763,SAN JERÓNIMO,-75.7155721504639,6.43401985
764,JARDÍN,-75.80246167817221,5.567703099999999
765,RETIRO,-75.502611,6.0572745
766,MARINILLA,-75.30746437196609,6.1781321
767,NECHÍ,-74.6842852291384,7.983841099999999
768,SINCELEJO,-75.4329805907975,9.31542935
769,"BOGOTÁ, D.C.",,
770,POLONUEVO,-74.8624950571071,10.7593311
771,LORICA,-75.87850891819559,9.189007
772,SANTA ROSA DE VITERBO,-72.9814539608712,5.8749
773,GARAGOA,-73.31602438209691,5.08754645
774,SAN SEBASTIÁN DE MARIQUITA,,
775,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
776,PITALITO,-76.10213621847221,1.8171631999999998
777,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
778,RIOHACHA,-72.90697840000001,11.544634
779,BARRANQUILLA,-74.80130849999999,10.9799669
780,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
781,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
782,MEDELLÍN,-75.573553,6.2443382000000005
783,MEDELLÍN,-75.573553,6.2443382000000005
784,MEDELLÍN,-75.573553,6.2443382000000005
785,"BOGOTÁ, D.C.",,
786,"BOGOTÁ, D.C.",,
787,VALLEDUPAR,-73.3757933882845,10.34311145
788,BARRANQUILLA,-74.80130849999999,10.9799669
789,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
790,BARRANQUILLA,-74.80130849999999,10.9799669
791,SANTA MARTA,-73.88035199979392,11.08665565
792,RESTREPO,-73.59681596831891,4.29449375
793,MANIZALES,-75.5173198,5.068110400000001
794,SAN ANDRÉS DE TUMACO,-78.50193730000001,2.2830077
795,OSPINA,-77.56601309999999,1.0585375
796,MEDELLÍN,-75.573553,6.2443382000000005
797,AGUADAS,-75.4575902,5.613112999999999
798,MEDELLÍN,-75.573553,6.2443382000000005
799,CALI,-76.5324943,3.4517922999999997
800,CÚCUTA,-72.5080387,7.8971458
801,ACHÍ,-74.45868804502041,8.60283045
802,BARRANQUILLA,-74.80130849999999,10.9799669
803,BARRANQUILLA,-74.80130849999999,10.9799669
804,"BOGOTÁ, D.C.",,
805,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
806,TOCAIMA,-74.6546146778065,4.4884172
807,MEDELLÍN,-75.573553,6.2443382000000005
808,TOCAIMA,-74.6546146778065,4.4884172
809,BUENAVENTURA,-76.9807757700535,3.6707494
810,BARRANQUILLA,-74.80130849999999,10.9799669
811,BARRANQUILLA,-74.80130849999999,10.9799669
812,MONTERÍA,-75.887029,8.7558921
813,CHIRIGUANÁ,-73.6016974,9.3636401
814,CALI,-76.5324943,3.4517922999999997
815,PALMIRA,-76.2988048,3.5308373
816,PASTO,-77.27825159999999,1.2146286
817,CALI,-76.5324943,3.4517922999999997
818,MELGAR,-74.645158,4.2040453
819,SANTA ISABEL,-75.09878909999999,4.7144544
820,LA MESA,-73.87693829999999,4.2141468
821,ANAPOIMA,-74.5249304448066,4.5638824
822,MELGAR,-74.645158,4.2040453
823,CALIMA,-76.4999017280985,3.4848866999999997
824,MEDELLÍN,-75.573553,6.2443382000000005
825,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
826,RIVERA,-75.2582697,2.7779482000000004
827,LA UNIÓN,-77.1305999,1.5989976000000001
828,VILLARRICA,-74.6080054,3.9606919
829,FLORENCIA,-75.6081197626811,1.7554212
830,COROZAL,-75.2947262,9.3192389
831,"BOGOTÁ, D.C.",,
832,PITALITO,-76.10213621847221,1.8171631999999998
833,"BOGOTÁ, D.C.",,
834,CALI,-76.5324943,3.4517922999999997
835,CALDAS,-75.6303582414391,6.05168765
836,FREDONIA,-75.6908071247597,5.87507465
837,SAN JERÓNIMO,-75.7155721504639,6.43401985
838,GUAMO,-74.9731527642552,4.10049475
839,PLANETA RICA,-75.58404559999998,8.4076739
840,MOTAVITA,-73.3776615052293,5.61241015
841,BUCARAMANGA,-73.11728690000001,7.111461099999999
842,BARRANQUILLA,-74.80130849999999,10.9799669
843,SAN VICENTE DEL CAGUÁN,-74.7697347,2.1131213
844,VILLA DE LEYVA,-73.523548,5.6336805
845,LA UNIÓN,-75.276328,8.857545199999999
846,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
847,BARRANQUILLA,-74.80130849999999,10.9799669
848,CALIMA,-76.4999017280985,3.4848866999999997
849,"BOGOTÁ, D.C.",,
850,"BOGOTÁ, D.C.",,
851,"BOGOTÁ, D.C.",,
852,MEDELLÍN,-75.573553,6.2443382000000005
853,SANTA MARTA,-73.88035199979392,11.08665565
854,EL CARMEN DE BOLÍVAR,-75.12383179999999,9.7178623
855,SAN BENITO ABAD,-75.0269099,8.9293556
856,CÓMBITA,-73.30919664147801,5.69042285
857,MEDELLÍN,-75.573553,6.2443382000000005
858,PEREIRA,-75.69464509999999,4.8142912
859,ARMENIA,-75.7396016646567,4.4923898
860,MANIZALES,-75.5173198,5.068110400000001
861,"BOGOTÁ, D.C.",,
862,SAN VICENTE FERRER,,
863,CARTAGO,-75.93193308901691,4.71133845
864,REMEDIOS,-74.5488049638215,6.98404285
865,CALI,-76.5324943,3.4517922999999997
866,RIONEGRO,-75.4126728657633,6.1480754
867,RIONEGRO,-75.4126728657633,6.1480754
868,CALAMAR,-74.9146691,10.2526122
869,"BOGOTÁ, D.C.",,
870,GUATEQUE,-73.49199017070521,5.0226102
871,MOSQUERA,-74.2302707879411,4.6759817
872,DOSQUEBRADAS,-75.672696893989,4.839737400000001
873,MEDELLÍN,-75.573553,6.2443382000000005
874,TUTA,-73.187056315004,5.67861455
875,MOCOA,-76.64823270000001,1.1466295
876,SANTA MARÍA,-75.5867503,2.9374927000000004
877,BARRANQUILLA,-74.80130849999999,10.9799669
878,BARRANQUILLA,-74.80130849999999,10.9799669
879,MAICAO,-72.2388947,11.3779233
880,BARRANQUILLA,-74.80130849999999,10.9799669
881,BUCARAMANGA,-73.11728690000001,7.111461099999999
882,"BOGOTÁ, D.C.",,
883,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
884,FUNDACIÓN,-73.84076322911649,10.4593846
885,CHINÚ,-75.3866274941264,9.02310485
886,MEDELLÍN,-75.573553,6.2443382000000005
887,UNIÓN PANAMERICANA,-76.6293417,5.281307900000001
888,MEDELLÍN,-75.573553,6.2443382000000005
889,ACANDÍ,-77.3297375986219,8.47269765
890,ISTMINA,-76.90129562571559,4.8293148
891,TELLO,-75.0705706707433,3.02109705
892,SANTA MARTA,-73.88035199979392,11.08665565
893,VALLEDUPAR,-73.3757933882845,10.34311145
894,"BOGOTÁ, D.C.",,
895,GRANADA,-73.7051174,3.548259
896,ILES,-77.5225186,0.9522313
897,CHACHAGÜÍ,-77.2743657529271,1.4051167
898,SAN ANDRÉS DE TUMACO,-78.50193730000001,2.2830077
899,SANTA MARTA,-73.88035199979392,11.08665565
900,PEREIRA,-75.69464509999999,4.8142912
901,"BOGOTÁ, D.C.",,
902,DOSQUEBRADAS,-75.672696893989,4.839737400000001
903,RIVERA,-75.2582697,2.7779482000000004
904,BELÉN DE UMBRÍA,-75.8697146858765,5.1894267
905,ALCALÁ,-75.781669,4.6748944
906,PEREIRA,-75.69464509999999,4.8142912
907,"BOGOTÁ, D.C.",,
908,PROVIDENCIA,,
909,CALI,-76.5324943,3.4517922999999997
910,MONTERÍA,-75.887029,8.7558921
911,BARRANQUILLA,-74.80130849999999,10.9799669
912,"BOGOTÁ, D.C.",,
913,TULUÁ,-76.0448661084283,4.03756405
914,"BOGOTÁ, D.C.",,
915,CALI,-76.5324943,3.4517922999999997
916,BARRANQUILLA,-74.80130849999999,10.9799669
917,SANTA MARTA,-73.88035199979392,11.08665565
918,COVEÑAS,-75.63978929331199,9.41146205
919,JARDÍN,-75.80246167817221,5.567703099999999
920,SOATÁ,-72.7009714867958,6.3218894
921,CHINCHINÁ,-75.5314733,5.035387200000001
922,PALESTINA,-75.67489022817179,5.0652614
923,ARMENIA,-75.7396016646567,4.4923898
924,SAN MARTÍN,-73.68910799999999,3.6884667999999996
925,NEIVA,-75.2794417696023,3.0332673
926,CHACHAGÜÍ,-77.2743657529271,1.4051167
927,BUCARAMANGA,-73.11728690000001,7.111461099999999
928,OCAÑA,-73.36701059999999,8.1758238
929,BOYACÁ,-73.3615406,5.4545233
930,SANTA FÉ DE ANTIOQUIA,-75.8277746,6.5564008000000005
931,EL CARMEN DE VIBORAL,-75.2607801425401,5.98195145
932,SANTA FÉ DE ANTIOQUIA,-75.8277746,6.5564008000000005
933,MANIZALES,-75.5173198,5.068110400000001
934,MONTELÍBANO,-75.5412557076151,7.76147915
935,CISNEROS,-75.0810557505821,6.5448556
936,BARRANQUILLA,-74.80130849999999,10.9799669
937,CHINÁCOTA,-72.59748920692759,7.577922900000001
938,MONTERÍA,-75.887029,8.7558921
939,NEIVA,-75.2794417696023,3.0332673
940,"BOGOTÁ, D.C.",,
941,DAGUA,-76.7228927151123,3.65186675
942,CALIMA,-76.4999017280985,3.4848866999999997
943,TORO,-76.0780048,4.6094813
944,SINCELEJO,-75.4329805907975,9.31542935
945,ACACÍAS,-73.7583005,3.9861122000000004
946,"BOGOTÁ, D.C.",,
947,TOGÜÍ,-73.4964349053907,5.9170442
948,"BOGOTÁ, D.C.",,
949,VILLA DE SAN DIEGO DE UBATÉ,,
950,MONIQUIRÁ,-73.5440979007064,5.86870335
951,MONIQUIRÁ,-73.5440979007064,5.86870335
952,PEREIRA,-75.69464509999999,4.8142912
953,ARAUCA,-71.1965589,6.9682918
954,SAN MARTÍN,-73.68910799999999,3.6884667999999996
955,SIBUNDOY,-76.9114198971932,1.22919055
956,BUCARAMANGA,-73.11728690000001,7.111461099999999
957,ZIPAQUIRÁ,-74.06250300741101,5.0620430999999995
958,MEDELLÍN,-75.573553,6.2443382000000005
959,CALI,-76.5324943,3.4517922999999997
960,IBAGUÉ,-75.2430012,4.4446595
961,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
962,GIRARDOTA,-75.4405371052123,6.3757634
963,PUERTO BERRÍO,-74.4020634,6.4899205
964,YOLOMBÓ,-74.6304559875371,6.6685476999999995
965,PEREIRA,-75.69464509999999,4.8142912
966,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
967,PALMIRA,-76.2988048,3.5308373
968,CALI,-76.5324943,3.4517922999999997
969,ARBELÁEZ,-74.41247973697679,4.23374295
970,SAN ANDRÉS,,
971,COROZAL,-75.2947262,9.3192389
972,SAN ONOFRE,-75.5234228,9.738626400000001
973,SOPLAVIENTO,-75.1150419299038,10.3408908
974,CHITARAQUE,-73.429164913034,5.9818101
975,GARAGOA,-73.31602438209691,5.08754645
976,MEDELLÍN,-75.573553,6.2443382000000005
977,PEREIRA,-75.69464509999999,4.8142912
978,BUENAVENTURA,-76.9807757700535,3.6707494
979,CALI,-76.5324943,3.4517922999999997
980,BALBOA,-77.21894920000001,2.0414848
981,BARRANQUILLA,-74.80130849999999,10.9799669
982,BARRANQUILLA,-74.80130849999999,10.9799669
983,"BOGOTÁ, D.C.",,
984,"BOGOTÁ, D.C.",,
985,BARRANQUILLA,-74.80130849999999,10.9799669
986,MAICAO,-72.2388947,11.3779233
987,SANTA MARTA,-73.88035199979392,11.08665565
988,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
989,RÍO QUITO,-76.73925109999999,5.4834167
990,MEDELLÍN,-75.573553,6.2443382000000005
991,BAGADÓ,-76.1973894608463,5.511671400000001
992,UNGUÍA,-77.09337509999999,8.041237299999999
993,MEDIO ATRATO,-76.7816848,5.9953877
994,"BOGOTÁ, D.C.",,
995,TADÓ,-76.3796929515044,5.2672548
996,GARZÓN,-75.5551444935525,2.1625834999999998
997,"BOGOTÁ, D.C.",,
998,PITALITO,-76.10213621847221,1.8171631999999998
999,MANAURE,-72.60433371486391,11.625262
1000,DIBULLA,-73.4472323664315,11.082954199999998
1001,SAN JUAN DEL CESAR,-73.08446070179829,10.81475945
1002,"BOGOTÁ, D.C.",,
1003,BUCARAMANGA,-73.11728690000001,7.111461099999999
1004,SALENTO,-75.569799,4.6373012000000005
1005,TADÓ,-76.3796929515044,5.2672548
1006,QUIMBAYA,-75.8023799136515,4.613238099999999
1007,MEDELLÍN,-75.573553,6.2443382000000005
1008,MEDELLÍN,-75.573553,6.2443382000000005
1009,IBAGUÉ,-75.2430012,4.4446595
1010,ARMENIA,-75.7396016646567,4.4923898
1011,VALLEDUPAR,-73.3757933882845,10.34311145
1012,MONTERÍA,-75.887029,8.7558921
1013,SAN PEDRO,-75.0335463392267,9.39663005
1014,BARRANQUILLA,-74.80130849999999,10.9799669
1015,DOLORES,-74.8967679,3.5391595000000002
1016,CARTAGO,-75.93193308901691,4.71133845
1017,OCAMONTE,-73.12204569780971,6.3458934000000005
1018,MEDELLÍN,-75.573553,6.2443382000000005
1019,PEREIRA,-75.69464509999999,4.8142912
1020,TIMBÍO,-76.70087658597659,2.38094855
1021,CALIMA,-76.4999017280985,3.4848866999999997
1022,JAMUNDÍ,-76.618841826802,3.22475455
1023,MELGAR,-74.645158,4.2040453
1024,MELGAR,-74.645158,4.2040453
1025,TIBIRITA,-73.5036644,5.0533345
1026,BARRANQUILLA,-74.80130849999999,10.9799669
1027,MONTERÍA,-75.887029,8.7558921
1028,JENESANO,-73.38852474734891,5.3728385
1029,"BOGOTÁ, D.C.",,
1030,LEJANÍAS,-74.1252900817714,3.61861615
1031,"BOGOTÁ, D.C.",,
1032,SAN JUAN DE RIOSECO,-74.67310316496079,4.85187015
1033,SAN JOSÉ DEL GUAVIARE,-72.6426515,2.5716141
1034,"BOGOTÁ, D.C.",,
1035,"BOGOTÁ, D.C.",,
1036,RESTREPO,-73.59681596831891,4.29449375
1037,MANIZALES,-75.5173198,5.068110400000001
1038,EL CARMEN DE VIBORAL,-75.2607801425401,5.98195145
1039,COPACABANA,-75.49786997389141,6.3600462
1040,IBAGUÉ,-75.2430012,4.4446595
1041,"BOGOTÁ, D.C.",,
1042,FLORENCIA,-75.6081197626811,1.7554212
1043,GUAMAL,-73.7885624,3.8959771
1044,GUAMAL,-73.7885624,3.8959771
1045,SOGAMOSO,-72.9279328,5.7148307
1046,PUERTO LÓPEZ,-72.9584671,4.085013
1047,BUCARAMANGA,-73.11728690000001,7.111461099999999
1048,MEDELLÍN,-75.573553,6.2443382000000005
1049,CALI,-76.5324943,3.4517922999999997
1050,MELGAR,-74.645158,4.2040453
1051,CÚCUTA,-72.5080387,7.8971458
1052,PEREIRA,-75.69464509999999,4.8142912
1053,VILLAVICENCIO,-73.6206667,4.1315113
1054,SAN ANDRÉS,,
1055,PAIPA,-73.1074172943787,5.83135355
1056,IBAGUÉ,-75.2430012,4.4446595
1057,SANTA MARTA,-73.88035199979392,11.08665565
1058,SANTA MARTA,-73.88035199979392,11.08665565
1059,"BOGOTÁ, D.C.",,
1060,CUBARRAL,-73.8370737,3.7921096
1061,PALESTINA,-75.67489022817179,5.0652614
1062,MANIZALES,-75.5173198,5.068110400000001
1063,VALLEDUPAR,-73.3757933882845,10.34311145
1064,ALCALÁ,-75.781669,4.6748944
1065,SUPÍA,-75.6679046,5.4541582
1066,CALI,-76.5324943,3.4517922999999997
1067,LA PLATA,-75.8926236,2.3894154
1068,"BOGOTÁ, D.C.",,
1069,"BOGOTÁ, D.C.",,
1070,CALI,-76.5324943,3.4517922999999997
1071,TAMINANGO,-77.2772963,1.5696216
1072,SAN LORENZO,-77.21533659999999,1.5031548000000001
1073,POPAYÁN,-76.6062744,2.4420181
1074,IPIALES,-77.3611063718615,0.6328242
1075,SAN LORENZO,-77.21533659999999,1.5031548000000001
1076,SAN ANDRÉS DE TUMACO,-78.50193730000001,2.2830077
1077,POPAYÁN,-76.6062744,2.4420181
1078,CAPITANEJO,-72.6743387624081,6.5149284000000005
1079,CÚCUTA,-72.5080387,7.8971458
1080,CARTAGENA DE INDIAS,-75.48929455630041,10.413179199999998
1081,SABANA DE TORRES,-73.49988590000001,7.3939416
1082,MANIZALES,-75.5173198,5.068110400000001
1083,ATACO,-75.48629129856,3.4344676
1084,BUCARAMANGA,-73.11728690000001,7.111461099999999
1085,MAGANGUÉ,-74.7992531184879,9.1427203
1086,PAIPA,-73.1074172943787,5.83135355
1087,"BOGOTÁ, D.C.",,
1088,MEDELLÍN,-75.573553,6.2443382000000005
1089,MONIQUIRÁ,-73.5440979007064,5.86870335
1090,"BOGOTÁ, D.C.",,
1091,CHIQUINQUIRÁ,-73.7737122500415,5.62955415
1092,SOTAQUIRÁ,-73.2592116550415,5.78568085
1093,SAN PELAYO,-75.83747690000001,8.957217800000002
1094,MEDELLÍN,-75.573553,6.2443382000000005
1095,PEREIRA,-75.69464509999999,4.8142912
1096,MEDELLÍN,-75.573553,6.2443382000000005
1097,MEDELLÍN,-75.573553,6.2443382000000005
1098,QUIBDÓ,-76.6540463,5.684570900000001
1099,MAGANGUÉ,-74.7992531184879,9.1427203
1100,SAN BERNARDO,-77.01844552929441,1.53358885
1101,LLORÓ,-76.3725648560401,5.5844842
1102,MEDELLÍN,-75.573553,6.2443382000000005
1103,MEDELLÍN,-75.573553,6.2443382000000005
1104,SANTA MARTA,-73.88035199979392,11.08665565
1105,"BOGOTÁ, D.C.",,
1106,PEREIRA,-75.69464509999999,4.8142912
1107,CARMEN DE APICALÁ,-74.7366612504925,4.13030795
1108,"BOGOTÁ, D.C.",,
1109,SAN ANDRÉS,,
1110,RIOHACHA,-72.90697840000001,11.544634
1111,CALI,-76.5324943,3.4517922999999997
